district_name,total_crime_rate
Palamu,1765.0
Ramgarh,595.0
Ranchi,4365.0
Sahebganj,670.0
Saraikela Kharsawan,1065.0
Simdega,785.0
Bagalkote,3090.0
Bengaluru Urban,68530.0
Bengaluru Urban,2845.0
Belagavi,5995.0
Ballari,9860.0
Bidar,2630.0
Vijayapura,5310.0
Chikkaballapura,3940.0
Chamarajanagara,1680.0
Chikkamagaluru,2690.0
Chitradurga,3045.0
Dakshina Kannada,1115.0
Davangere,4765.0
Dharwad,2000.0
Gadag,2635.0
Kalaburagi,3245.0
Hassan,4150.0
Haveri,3750.0
Dharwad,4625.0
Belagavi,700.0
Kodagu,1110.0
Kolar,1965.0
Koppal,3300.0
Mandya,3890.0
Dakshina Kannada,3885.0
Mysuru,2080.0
Mysuru,3465.0
Raichur,3705.0
Bengaluru Urban,120.0
Ramanagara,3665.0
Shivamogga,6025.0
Tumakuru,6640.0
Udupi,1965.0
Uttara Kannada,4160.0
Yadgir,2385.0
Belagavi,1545.0
Kalaburagi,1740.0
Alappuzha,57365.0
Ernakulam,137775.0
Ernakulam,144730.0
Idukki,101160.0
Kannur,63545.0
Kasaragod,48640.0
Kollam,49030.0
Kollam,76365.0
Kottayam,159180.0
Kozhikode,25940.0
Kozhikode,62700.0
Malappuram,59920.0
Palakkad,71985.0
Pathanamthitta,88785.0
Thiruvananthapuram,1960.0
Thrissur,72275.0
Thrissur,44455.0
Thiruvananthapuram,176930.0
Thiruvananthapuram,340660.0
Wayanad,40335.0
Thiruvananthapuram,20.0
Kannur,21000.0
Agar Malwa,2000.0
Alirajpur,2090.0
Anuppur,2165.0
Ashoknagar,4240.0
Balaghat,3390.0
Barwani,4485.0
Betul,8665.0
Bhind,2780.0
Bhopal,21155.0
Bhopal,355.0
Burhanpur,5765.0
Chhatarpur,6735.0
Chhindwara,6280.0
Damoh,6490.0
Datia,4685.0
Dewas,6095.0
Dhar,11065.0
Dindori,1420.0
Guna,3775.0
Gwalior,8785.0
Harda,1870.0
Narmadapuram,4765.0
Indore,28390.0
Indore,185.0
Jabalpur,17010.0
Jabalpur,325.0
Jhabua,2405.0
Katni,6060.0
Indore,3665.0
Khargone,5010.0
Mandla,1630.0
Mandsaur,6980.0
Morena,6165.0
Narsinghpur,9940.0
Neemuch,4000.0
Panna,4200.0
Raisen,3165.0
Rajgarh,7290.0
Ratlam,4955.0
Rewa,4175.0
Sagar,9550.0
Satna,5890.0
Seoni,6950.0
Shahdol,4505.0
Shajapur,3220.0
Sheopur,2605.0
Shivpuri,5060.0
Sidhi,1070.0
Sehore,4415.0
Singrauli,3540.0
Tikamgarh,2330.0
Ujjain,5415.0
Umaria,905.0
Vidisha,4365.0
Cyber Crime Cell,825.0
Niwari,1065.0
Ahmednagar,26120.0
Akola,24635.0
Amravati,11800.0
Amravati,28640.0
Aurangabad,8220.0
Aurangabad,14000.0
Beed,11750.0
Bhandara,10250.0
Buldhana,35880.0
Chandrapur,27000.0
Dhule,14740.0
Gadchiroli,15145.0
Gondia,20735.0
Hingoli,9035.0
Jalgaon,22545.0
Jalna,10480.0
Kolhapur,20895.0
Latur,17805.0
Mumbai,73380.0
Mumbai,1565.0
Nagpur,43480.0
Nagpur,270.0
Nagpur,21700.0
Nanded,17780.0
Nandurbar,13320.0
Nashik,3170.0
Nashik,19300.0
Mumbai Suburban,4620.0
Osmanabad,10340.0
Palghar,3030.0
Parbhani,10795.0
Pune,16500.0
Pune,170.0
Pune,17720.0
Raigad,4060.0
Ratnagiri,5700.0
Sangli,11395.0
Satara,14695.0
Sindhudurg,3440.0
Solapur,11585.0
Solapur,34045.0
Thane,13135.0
Thane,5735.0
Wardha,38960.0
Washim,15480.0
Yavatmal,36765.0
Pune,12820.0
Aurangabad,345.0
Thane,11560.0
Bishnupur,350.0
Chandel,130.0
Churachandpur,250.0
Imphal West,10.0
Imphal East,610.0
Imphal West,395.0
Senapati,95.0
Tamenglong,15.0
Thoubal,380.0
Ukhrul,210.0
Kakching,235.0
Kamjong,35.0
Kangpokpi,165.0
Jiribam,70.0
Noney,0.0
Pherzawl,15.0
Tengnoupal,335.0
Imphal West,210.0
East Garo Hills,150.0
North Garo Hills,75.0
South Garo Hills,155.0
South West Garo Hills,130.0
West Garo Hills,285.0
West Jaintia Hills,250.0
East Jaintia Hills,180.0
East Khasi Hills,1215.0
South West Khasi Hills,130.0
West Khasi Hills,355.0
Ri Bhoi,370.0
East Khasi Hills,10.0
Aizawl,2275.0
Champhai,340.0
Kolasib,130.0
Lawngtlai,90.0
Lunglei,70.0
Mamit,145.0
Saiha,40.0
Serchhip,130.0
Aizawl,155.0
Saitual,0.0
Khawzawl,80.0
Hnahthial,25.0
Cyber,160.0
Dimapur,785.0
Kiphire,30.0
Kohima,130.0
Longleng,110.0
Mokokchung,340.0
Mon,220.0
Peren,65.0
Phek,85.0
Tuensang,180.0
Wokha,160.0
Zunheboto,120.0
Anugul,625.0
Baleshwar,1230.0
Bargarh,1230.0
Baleshwar,1235.0
Bhadrak,900.0
Balangir,800.0
Boudh,510.0
Cuttack,695.0
Khordha,1100.0
Cuttack,895.0
Deogarh,265.0
Dhenkanal,605.0
Gajapati,1050.0
Ganjam,2775.0
Jagatsinghapur,995.0
Jajapur,1115.0
Jharsuguda,420.0
Kalahandi,905.0
Kandhamal,1420.0
Kendrapara,860.0
Kendujhar,1145.0
Khordha,620.0
Koraput,1835.0
Malkangiri,1475.0
Mayurbhanj,1450.0
Nayagarh,1165.0
Nabarangpur,1465.0
Nuapada,295.0
Puri,1745.0
Rayagada,1400.0
Sundargarh,695.0
Sambalpur,1035.0
Sonepur,620.0
Cuttack,180.0
Sundargarh,110.0
Sundargarh,560.0
Cuttack,115.0
Amritsar,2185.0
Barnala,1340.0
Gurdaspur,1485.0
Bathinda,3020.0
Amritsar,4510.0
Jalandhar,3090.0
Ludhiana,4065.0
Faridkot,2465.0
Fatehgarh Sahib,1480.0
Fazilka,2500.0
Ferozepur,2885.0
Patiala,480.0
Gurdaspur,1835.0
Hoshiarpur,4035.0
Jalandhar,2275.0
Kapurthala,3910.0
Ludhiana,1695.0
Ludhiana,1675.0
Mansa,2615.0
Moga,3765.0
Sri Muktsar Sahib,3010.0
Pathankot,1605.0
Patiala,4880.0
Rupnagar,1315.0
Sangrur,3590.0
S.A.S Nagar,2290.0
Shahid Bhagat Singh Nagar,1785.0
Tarn Taran,3500.0
S.A.S Nagar,110.0
S.A.S Nagar,190.0
S.A.S Nagar,0.0
Amritsar,1155.0
Malerkotla,1610.0
Ajmer,5670.0
Alwar,8480.0
Banswara,2790.0
Baran,6670.0
Barmer,1670.0
Bharatpur,6190.0
Bhilwara,3620.0
Bikaner,5970.0
Bundi,7270.0
Chittorgarh,6025.0
Churu,3455.0
Dausa,4435.0
Dholpur,4000.0
Dungarpur,1995.0
Ajmer,2090.0
Jodhpur,415.0
Ganganagar,9215.0
Hanumangarh,8975.0
Jaipur,6165.0
Jaipur,10740.0
Jaipur (Gramin),3615.0
Jaipur,5805.0
Jaipur,6050.0
Jaisalmer,915.0
Jalore,1850.0
Jhalawar,7710.0
Jhunjhunu,3800.0
Jodhpur,3205.0
Jodhpur,3300.0
Jodhpur,1415.0
Karauli,4275.0
Kota,6280.0
Kota,9305.0
Nagaur,3665.0
Pali,2810.0
Pratapgarh,3240.0
Rajsamand,2410.0
Sawai Madhopur,3175.0
Sikar,2760.0
Sirohi,2880.0
Tonk,2435.0
Udaipur,7220.0
Jaipur,0.0
Jaipur,90.0
Jaipur,30.0
Jaipur,0.0
Jaipur,100.0
Khairthal-Tijara,3945.0
Gangtok,440.0
Mangan,75.0
Namchi,315.0
Gyalshing,145.0
Gangtok,0.0
Ariyalur,21150.0
Chennai,344460.0
Coimbatore,62780.0
Coimbatore,50380.0
Cuddalore,78915.0
Dharmapuri,33950.0
Dindigul,47075.0
Erode,38060.0
Kanchipuram,44380.0
Kanniyakumari,48795.0
Karur,23995.0
Krishnagiri,35920.0
Madurai,31105.0
Madurai,53090.0
Nagapattinam,68210.0
Namakkal,55060.0
The Nilgiris,10470.0
Perambalur,13305.0
Pudukkottai,33845.0
Ramanathapuram,51960.0
Chennai,225.0
Tiruchirappalli,105.0
Salem,50915.0
Salem,38625.0
Sivaganga,27730.0
Thanjavur,71165.0
Theni,38340.0
Tirunelveli,28275.0
Tirunelveli,12640.0
Thiruvallur,66885.0
Tiruvannamalai,78510.0
Thiruvarur,66180.0
Tuticorin,52295.0
Tiruppur,42060.0
Tiruppur,33270.0
Tiruchirappalli,29560.0
Tiruchirappalli,49655.0
Vellore,33855.0
Villupuram,47560.0
Virudhunagar,45485.0
Chennai,40.0
Chennai,2585.0
Chengalpattu,33210.0
Kallakurichi,35175.0
Ranipet,18905.0
Tirupathur,21165.0
Tenkasi,28355.0
Hyderabad,6050.0
Hyderabad,9470.0
Karimnagar,555.0
Khammam,1800.0
Nizamabad,2515.0
Yadadri Bhuvanagiri,5115.0
Peddapalli,1485.0
Siddipet,1895.0
Warangal,2510.0
Adilabad,1015.0
Bhadradri Kothagudem,1835.0
Jagitial,1030.0
Jayashankar Bhupalapally,590.0
Jogulamba Gadwal,580.0
Kamareddy,965.0
Kumuram Bheem Asifabad,905.0
Mahabubabad,480.0
Mahabubnagar,4955.0
Medak,1010.0
Nagarkurnool,625.0
Nalgonda,1485.0
Nirmal,480.0
Rajanna Sircilla,560.0
Sangareddy,1510.0
Suryapet,1150.0
Vikarabad,1160.0
Wanaparthy,480.0
Hyderabad,285.0
Mulugu,345.0
Narayanpet,675.0
Dhalai,205.0
Gomati,270.0
West Tripura,55.0
Khowai,465.0
North Tripura,405.0
Sepahijala,555.0
South Tripura,230.0
Unakoti,275.0
West Tripura,760.0
Agra,14250.0
Aligarh,11550.0
Prayagraj,26800.0
Ambedkar Nagar,4200.0
Amethi,3275.0
Amroha,6895.0
Auraiya,5650.0
Azamgarh,4835.0
Budaun,8845.0
Baghpat,8055.0
Bahraich,4750.0
Ballia,7380.0
Balrampur,2845.0
Banda,3290.0
Barabanki,8395.0
Bareilly,8430.0
Basti,5915.0
Bijnor,12980.0
Bulandshahr,35530.0
Chandauli,3695.0
Chitrakoot,1655.0
Deoria,3685.0
Etah,6105.0
Etawah,7090.0
Ayodhya,4895.0
Farrukhabad,7610.0
Fatehpur,5540.0
Firozabad,8320.0
Lucknow,1940.0
Gautam Buddha Nagar,9305.0
Ghaziabad,28360.0
Ghazipur,4145.0
Gonda,6920.0
Gorakhpur,9310.0
Hamirpur,5780.0
Hapur,8245.0
Hardoi,7795.0
Hathras,3285.0
Jalaun,3955.0
Jaunpur,6000.0
Jhansi,5780.0
Kannauj,4655.0
Kanpur Dehat,2955.0
Kanpur Nagar,10485.0
Kasganj,17040.0
Kaushambi,2500.0
Kheri,14855.0
Kushi Nagar,7465.0
Lalitpur,2015.0
Lucknow,11455.0
Maharajganj,6820.0
Mahoba,2750.0
Mainpuri,5645.0
Mathura,9815.0
Mau,2930.0
Meerut,11285.0
Mirzapur,3285.0
Moradabad,6650.0
Muzaffarnagar,11270.0
Pilibhit,5855.0
Pratapgarh,3760.0
Rae Bareli,7435.0
Rampur,9295.0
Saharanpur,20170.0
Sambhal,6560.0
Sant Kabeer Nagar,3835.0
Shahjahanpur,19520.0
Shamli,5545.0
Shravasti,1835.0
Siddharth Nagar,5155.0
Sitapur,12340.0
Sonbhadra,3065.0
Bhadohi,2030.0
Sultanpur,5035.0
Unnao,4080.0
Varanasi,3295.0
Lucknow,90.0
Kanpur Dehat,2375.0
Varanasi,1310.0
Almora,555.0
Bageshwar,55.0
Chamoli,155.0
Champawat,4995.0
Dehradun,12260.0
Haridwar,10590.0
Nainital,10895.0
Pauri Garhwal,705.0
Pithoragarh,345.0
Rudra Prayag,45.0
Tehri Garhwal,590.0
Udam Singh Nagar,5775.0
Uttar Kashi,890.0
Dehradun,120.0
Cyber Cell,165.0
Alipurduar,1055.0
Paschim Bardhaman,1100.0
Bankura,455.0
24 Paraganas North,2560.0
24 Paraganas North,530.0
Birbhum,1995.0
Coochbehar,5805.0
Dinajpur Dakshin,1330.0
Darjeeling,1520.0
Hooghly,835.0
Howrah,130.0
Howrah,1140.0
Howrah,940.0
Jalpaiguri,2275.0
Jhargram,160.0
Medinipur West,50.0
Kolkata,5200.0
Maldah,2645.0
Murshidabad,4665.0
Medinipur West,1115.0
Medinipur East,750.0
Purulia,460.0
Kolkata,90.0
Darjeeling,85.0
Darjeeling,8125.0
24 Paraganas South,2255.0
Hooghly,1675.0
24 Paraganas South,1160.0
Kalimpong,435.0
Purba Bardhaman,1320.0
24 Paraganas South,780.0
24 Paraganas North,1015.0
24 Paraganas North,5480.0
24 Paraganas North,2255.0
Dinajpur Uttar,615.0
Murshidabad,1115.0
Nadia,1305.0
Dinajpur Uttar,875.0
Nadia,1775.0
South Andamans,620.0
North And Middle Andaman,220.0
Nicobars,125.0
Chandigarh,2110.0
Dadra And Nagar Haveli,285.0
Daman,130.0
Diu,30.0
Central,1530.0
North West,560.0
East,1880.0
New Delhi,10.0
New Delhi,845.0
North West,90.0
New Delhi,190.0
North,1730.0
North East,3625.0
North West,3410.0
North West,4330.0
New Delhi,140.0
South,4095.0
South East,3170.0
South West,2220.0
North West,550.0
New Delhi,0.0
New Delhi,0.0
West,3875.0
North West,2250.0
Shahdara,1955.0
South West,2950.0
New Delhi,3135.0
Kargil,50.0
Leh Ladakh,40.0
Lakshadweep District,165.0
Karaikal,0.0
Pondicherry,3500.0
Alluri Sitharama Raju,4845.0
Anakapalli,8735.0
Anantapur,4150.0
Annamayya,9420.0
Bapatla,1415.0
Chittoor,7660.0
Konaseema,5180.0
East Godavari,7220.0
Eluru,14345.0
Anantapur,65.0
Guntur,3355.0
Kakinada,8555.0
Krishna,6760.0
Kurnool,3360.0
Nandyal,6330.0
Ntr,7245.0
Palnadu,2835.0
Parvathipuram Manyam,4350.0
Prakasam,1600.0
Spsr Nellore,690.0
Sri Sathya Sai,2875.0
Srikakulam,2185.0
Tirupati,1990.0
Ntr,185.0
Visakhapatanam,2885.0
Vizianagaram,2610.0
West Godavari,7450.0
Y.S.R.,21970.0
Anjaw,15.0
Changlang,215.0
Papum Pare,5.0
Dibang Valley,10.0
East Kameng,20.0
West Kameng,130.0
Kurung Kumey,10.0
Lohit,50.0
Longding,170.0
Lower Dibang Valley,135.0
Papum Pare,600.0
Papum Pare,25.0
East Siang,140.0
Upper Siang,80.0
West Siang,35.0
Lower Subansiri,80.0
Upper Subansiri,40.0
Tawang,10.0
Tirap,85.0
Namsai,260.0
Siang,10.0
Kamle,0.0
Kra Daadi,0.0
Lower Siang,30.0
Leparada,30.0
Shi Yomi,10.0
Pakke Kessang,5.0
Kamrup Metro,70.0
Barpeta,1565.0
Baksa,490.0
Bongaigaon,1295.0
Kamrup Metro,20.0
Cachar,1460.0
Chirang,505.0
Darrang,960.0
Dhemaji,540.0
Dhubri,1635.0
Dibrugarh,1650.0
Kamrup Metro,1005.0
Goalpara,575.0
Golaghat,855.0
Kamrup Metro,4655.0
Hailakandi,735.0
West Karbi Anglong,165.0
Jorhat,935.0
Kamrup,2840.0
Karbi Anglong,770.0
Karimganj,1325.0
Kokrajhar,1430.0
Lakhimpur,875.0
Marigaon,2680.0
Dima Hasao,240.0
Nagaon,2805.0
Nalbari,670.0
Kamrup Metro,0.0
Kamrup Metro,10.0
Kamrup Metro,0.0
Sivasagar,605.0
Sonitpur,1790.0
Tinsukia,1655.0
Udalguri,635.0
Tinsukia,150.0
Majuli,140.0
Biswanath,465.0
Hojai,1540.0
South Salmara Mancachar,2560.0
Charaideo,675.0
Bajali,115.0
Tamulpur,265.0
Araria,7565.0
Arwal,3510.0
Aurangabad,11500.0
Pashchim Champaran,6410.0
Banka,6605.0
Begusarai,8500.0
Pashchim Champaran,16240.0
Kaimur (Bhabua),6810.0
Bhagalpur,21625.0
Bhojpur,15105.0
Buxar,9305.0
Darbhanga,14990.0
Gaya,23790.0
Gopalganj,12335.0
Munger,2190.0
Jamui,5300.0
Jehanabad,5470.0
Katihar,8930.0
Katihar,5240.0
Khagaria,5020.0
Kishanganj,4430.0
Lakhisarai,5910.0
Madhepura,4630.0
Madhubani,19835.0
Purbi Champaran,24990.0
Munger,6210.0
Muzaffarpur,21980.0
Muzaffarpur,6420.0
Nalanda,14960.0
Bhagalpur,4365.0
Nawada,14970.0
Patna,66125.0
Patna,7185.0
Purnia,11465.0
Rohtas,13025.0
Saharsa,5195.0
Samastipur,8055.0
Saran,19840.0
Sheikhpura,2265.0
Sheohar,3330.0
Sitamarhi,16570.0
Siwan,10700.0
Supaul,8690.0
Vaishali,12175.0
Patna,10.0
Patna,0.0
Balod,3450.0
Baloda Bazar,2925.0
Balrampur,1175.0
Bemetara,3295.0
Bilaspur,4100.0
Bijapur,235.0
Dantewada,425.0
Dhamtari,2525.0
Durg,8025.0
Gariyaband,1465.0
Raipur,370.0
Bastar,2050.0
Janjgir-Champa,2625.0
Jashpur,1210.0
Kabirdham,3015.0
Kanker,1410.0
Kondagaon,720.0
Korba,3015.0
Korea,795.0
Mahasamund,2355.0
Mungeli,3685.0
Narayanpur,260.0
Raigarh,3680.0
Raipur,11705.0
Rajnandgaon,3185.0
Surguja,1400.0
Sukma,415.0
Surajpur,2130.0
Gaurella Pendra Marwahi,785.0
Khairgarh Chhuikhadan Gandai,1675.0
Manendragarh Chirimiri Bharatpur,2165.0
Mohla Manpur Ambagarh Chouki,705.0
Sakti,1495.0
Sarangarh Bilaigarh,1670.0
North Goa,2055.0
South Goa,1925.0
North Goa,795.0
Ahmadabad,150035.0
Ahmadabad,28725.0
Amreli,55235.0
Anand,37450.0
Arvalli,21245.0
Banas Kantha,64190.0
Bharuch,84765.0
Bhavnagar,74520.0
Botad,20960.0
Chhotaudepur,32295.0
Gandhinagar,0.0
Dohad,27810.0
Dang,4525.0
Devbhumi Dwarka,28875.0
Gandhinagar,31520.0
Gir Somnath,32235.0
Jamnagar,49355.0
Junagadh,39375.0
Kachchh,20935.0
Kachchh,34675.0
Kheda,28955.0
Mahisagar,19345.0
Mahesana,55300.0
Morbi,35230.0
Narmada,19930.0
Navsari,60990.0
Panch Mahals,32355.0
Patan,40055.0
Porbandar,19600.0
Rajkot,33780.0
Rajkot,44985.0
Sabar Kantha,51790.0
Surat,221000.0
Surat,55730.0
Surendranagar,24405.0
Tapi,25825.0
Vadodara,57150.0
Vadodara,64690.0
Valsad,100015.0
Ahmadabad,5835.0
Vadodara,17510.0
Ahmadabad,50.0
Bhavnagar,30.0
Cyber Border Range,0.0
Gandhinagar,20.0
Junagadh,45.0
Panch Mahals,0.0
Rajkot,5.0
Surat,25.0
Vadodara,15.0
Ambala,6055.0
Bhiwani,2350.0
Faridabad,16430.0
Fatehabad,2955.0
Ambala,475.0
Gurugram,7590.0
Hisar,5320.0
Jhajjar,3000.0
Jind,2475.0
Kaithal,2095.0
Karnal,4765.0
Kurukshetra,3745.0
Mahendragarh,1555.0
Nuh,3800.0
Palwal,4350.0
Panchkula,3325.0
Panipat,3515.0
Rewari,2540.0
Rohtak,3810.0
Sirsa,5510.0
Sonipat,4445.0
Yamunanagar,3615.0
Gurugram,0.0
Charki Dadri,1395.0
Hisar,1310.0
Solan,995.0
Bilaspur,1220.0
Chamba,615.0
Shimla,0.0
Shimla,5.0
Hamirpur,695.0
Kangra,1260.0
Kinnaur,390.0
Kullu,1250.0
Lahul And Spiti,115.0
Mandi,1470.0
Shimla,1640.0
Sirmaur,875.0
Solan,645.0
Una,1425.0
Shimla,35.0
Bokaro,800.0
West Singhbhum,525.0
Chatra,1470.0
Deoghar,2265.0
Dhanbad,3515.0
Dhanbad,20.0
Dumka,745.0
Garhwa,1955.0
Giridih,1275.0
Godda,390.0
Gumla,780.0
Hazaribagh,1400.0
East Singhbum,1405.0
East Singhbum,85.0
Jamtara,385.0
Khunti,605.0
Koderma,695.0
Latehar,895.0
Lohardaga,520.0
Pakur,430.0
Palamu,1860.0
Ramgarh,410.0
Ranchi,3430.0
Sahebganj,1575.0
Saraikela Kharsawan,745.0
Simdega,985.0
Bagalkote,2690.0
Bengaluru Urban,80720.0
Bengaluru Urban,3690.0
Belagavi,5325.0
Ballari,5305.0
Bidar,3110.0
Vijayapura,4755.0
Chikkaballapura,4060.0
Chamarajanagara,1520.0
Chikkamagaluru,3540.0
Chitradurga,3670.0
Dakshina Kannada,1085.0
Davangere,3590.0
Dharwad,1555.0
Gadag,2995.0
Kalaburagi,3420.0
Hassan,3295.0
Haveri,3470.0
Dharwad,5145.0
Belagavi,1160.0
Kodagu,875.0
Kolar,1330.0
Koppal,3100.0
Mandya,2445.0
Dakshina Kannada,3190.0
Mysuru,2520.0
Mysuru,2905.0
Raichur,5210.0
Bengaluru Urban,160.0
Ramanagara,3960.0
Shivamogga,4925.0
Tumakuru,5115.0
Udupi,2680.0
Uttara Kannada,4290.0
Yadgir,1975.0
Belagavi,1770.0
Kalaburagi,2455.0
Vijayanagar,3505.0
Alappuzha,27990.0
Ernakulam,49965.0
Ernakulam,36575.0
Idukki,35005.0
Kannur,42465.0
Kasaragod,35545.0
Kollam,33220.0
Kollam,27060.0
Kottayam,41585.0
Kozhikode,14340.0
Kozhikode,13020.0
Malappuram,59645.0
Palakkad,31570.0
Pathanamthitta,36035.0
Thiruvananthapuram,1250.0
Thrissur,34275.0
Thiruvananthapuram,44790.0
Thiruvananthapuram,83235.0
Wayanad,32140.0
Thiruvananthapuram,0.0
Kannur,45125.0
Agar Malwa,1305.0
Alirajpur,2045.0
Anuppur,2570.0
Ashoknagar,3705.0
Balaghat,2960.0
Barwani,4520.0
Betul,6645.0
Bhind,3980.0
Bhopal,9385.0
Bhopal,350.0
Burhanpur,4325.0
Chhatarpur,5970.0
Chhindwara,6365.0
Damoh,5785.0
Datia,4630.0
Dewas,6395.0
Dhar,12000.0
Dindori,1335.0
Guna,4355.0
Gwalior,10945.0
Harda,1885.0
Narmadapuram,5145.0
Indore,28125.0
Indore,150.0
Jabalpur,16890.0
Jabalpur,215.0
Jhabua,2520.0
Katni,5995.0
Indore,3080.0
Khargone,5035.0
Mandla,1685.0
Mandsaur,6850.0
Morena,7475.0
Narsinghpur,9315.0
Neemuch,3640.0
Panna,3460.0
Raisen,1345.0
Rajgarh,7375.0
Ratlam,5205.0
Rewa,4465.0
Sagar,8025.0
Satna,6045.0
Seoni,5345.0
Shahdol,3615.0
Shajapur,3325.0
Sheopur,2605.0
Shivpuri,5465.0
Sidhi,1055.0
Sehore,4395.0
Singrauli,4095.0
Tikamgarh,2505.0
Ujjain,5555.0
Umaria,1145.0
Vidisha,4190.0
Cyber Crime Cell,1375.0
Niwari,1720.0
Bhopal,1380.0
Indore,3985.0
Ahmednagar,32710.0
Akola,25620.0
Amravati,11480.0
Amravati,31830.0
Aurangabad,8440.0
Aurangabad,15090.0
Beed,13835.0
Bhandara,9790.0
Buldhana,35320.0
Chandrapur,16965.0
Dhule,14770.0
Gadchiroli,13560.0
Gondia,18760.0
Hingoli,11135.0
Jalgaon,24665.0
Jalna,12440.0
Kolhapur,20400.0
Latur,17065.0
Mumbai,93300.0
Mumbai,730.0
Nagpur,28865.0
Nagpur,225.0
Nagpur,22665.0
Nanded,15735.0
Nandurbar,14050.0
Nashik,4290.0
Nashik,21610.0
Mumbai Suburban,5120.0
Osmanabad,11860.0
Palghar,3695.0
Parbhani,13305.0
Pune,14915.0
Pune,195.0
Pune,14365.0
Raigad,5930.0
Ratnagiri,6025.0
Sangli,12455.0
Satara,15700.0
Sindhudurg,3450.0
Solapur,10565.0
Solapur,30360.0
Thane,17620.0
Thane,6010.0
Wardha,41530.0
Washim,17270.0
Yavatmal,44650.0
Pune,16125.0
Aurangabad,270.0
Thane,12650.0
Bishnupur,420.0
Chandel,110.0
Churachandpur,300.0
Imphal West,0.0
Imphal East,680.0
Imphal West,555.0
Senapati,145.0
Tamenglong,15.0
Thoubal,390.0
Ukhrul,150.0
Kakching,415.0
Kamjong,65.0
Kangpokpi,285.0
Jiribam,65.0
Noney,25.0
Pherzawl,0.0
Tengnoupal,565.0
Imphal West,235.0
East Garo Hills,160.0
North Garo Hills,85.0
South Garo Hills,135.0
South West Garo Hills,110.0
West Garo Hills,420.0
West Jaintia Hills,290.0
East Jaintia Hills,255.0
East Khasi Hills,930.0
South West Khasi Hills,120.0
West Khasi Hills,255.0
Ri Bhoi,355.0
East Khasi Hills,25.0
Eastern West Khasi Hills,60.0
Aizawl,760.0
Champhai,575.0
Kolasib,75.0
Lawngtlai,150.0
Lunglei,85.0
Mamit,120.0
Saiha,80.0
Serchhip,200.0
Aizawl,345.0
Saitual,90.0
Khawzawl,125.0
Hnahthial,35.0
Cyber,0.0
Dimapur,980.0
Kiphire,35.0
Kohima,170.0
Longleng,215.0
Mokokchung,295.0
Mon,285.0
Peren,65.0
Phek,130.0
Tuensang,285.0
Wokha,320.0
Zunheboto,130.0
Anugul,820.0
Baleshwar,905.0
Bargarh,1135.0
Baleshwar,1240.0
Bhadrak,655.0
Balangir,1060.0
Boudh,1405.0
Cuttack,585.0
Khordha,1415.0
Cuttack,945.0
Deogarh,330.0
Dhenkanal,415.0
Gajapati,1000.0
Ganjam,2270.0
Jagatsinghapur,2245.0
Jajapur,1200.0
Jharsuguda,665.0
Kalahandi,930.0
Kandhamal,1465.0
Kendrapara,830.0
Kendujhar,805.0
Khordha,605.0
Koraput,1945.0
Malkangiri,1955.0
Mayurbhanj,1905.0
Nayagarh,345.0
Nabarangpur,1030.0
Nuapada,200.0
Puri,1280.0
Rayagada,1075.0
Sundargarh,755.0
Sambalpur,1125.0
Sonepur,410.0
Cuttack,345.0
Sundargarh,195.0
Sundargarh,475.0
Cuttack,110.0
Amritsar,2425.0
Barnala,1790.0
Gurdaspur,1990.0
Bathinda,4195.0
Amritsar,7675.0
Jalandhar,3755.0
Ludhiana,7625.0
Faridkot,2415.0
Fatehgarh Sahib,1650.0
Fazilka,3000.0
Ferozepur,6560.0
Patiala,735.0
Gurdaspur,1745.0
Hoshiarpur,4285.0
Jalandhar,3015.0
Kapurthala,4610.0
Ludhiana,2150.0
Ludhiana,2320.0
Mansa,3480.0
Moga,3260.0
Sri Muktsar Sahib,3515.0
Pathankot,1100.0
Patiala,5915.0
Rupnagar,1425.0
Sangrur,2885.0
S.A.S Nagar,2970.0
Shahid Bhagat Singh Nagar,2330.0
Tarn Taran,3700.0
S.A.S Nagar,60.0
S.A.S Nagar,245.0
S.A.S Nagar,0.0
Amritsar,1610.0
Malerkotla,2345.0
Ajmer,6960.0
Alwar,8945.0
Banswara,3335.0
Baran,8000.0
Barmer,2595.0
Bharatpur,7000.0
Bhilwara,6240.0
Bikaner,7400.0
Bundi,7480.0
Chittorgarh,6635.0
Churu,4085.0
Dausa,4590.0
Dholpur,4375.0
Dungarpur,2425.0
Ajmer,2435.0
Jodhpur,645.0
Ganganagar,10420.0
Hanumangarh,10430.0
Jaipur,5930.0
Jaipur,11835.0
Jaipur (Gramin),3915.0
Jaipur,6305.0
Jaipur,6995.0
Jaisalmer,585.0
Jalore,2550.0
Jhalawar,9030.0
Jhunjhunu,3895.0
Jodhpur,4220.0
Jodhpur,3925.0
Jodhpur,1995.0
Karauli,5360.0
Kota,7175.0
Kota,9730.0
Nagaur,4645.0
Pali,4380.0
Pratapgarh,3410.0
Rajsamand,2880.0
Sawai Madhopur,3960.0
Sikar,3545.0
Sirohi,3495.0
Tonk,2940.0
Udaipur,8360.0
Jaipur,5.0
Jaipur,80.0
Jaipur,15.0
Jaipur,0.0
Jaipur,105.0
Khairthal-Tijara,4130.0
Gangtok,520.0
Mangan,70.0
Namchi,305.0
Soreng,110.0
Pakyong,250.0
Gyalshing,95.0
Ariyalur,12020.0
Chennai,118990.0
